0	0	0	0	1	1	1	1
Arsj	0	0	0.23	0.24	0	0.56	0	0
Gad1	0	0.05	0	0	0	0	0.17	0
Alx4	0	0	0	0	0	0	0	0
Tmco5b	0.13	0.13	0	0	0	0	0	0
Cbln1	0	0	0	0	0	0.06	0	0
Tcf15	0.76	1.81	0.18	0.74	0.36	0.88	0.49	0.55
Steap1	31.8	28.82	44.01	45	17.4	21.85	14.51	19.32
Hebp1	22.22	22.01	26.38	29.7	8.85	13.06	8.99	15.59
Tmcc2	1.48	1.89	1.38	1.98	1.43	1.6	1.27	0.68
Nuak2	55.82	50.36	89.57	62.57	77.76	80.03	70.95	69.9
Tmed11	0	0	0	0	0	0	0	0
Klhdc8a	9.81	6.29	17.55	9.94	7.16	5.72	6.85	6.03
RGD1304622	10.32	8.64	8.83	11.94	8.03	6.37	5.98	5.84
Slc26a1	73.94	55.74	31.91	64.26	74	80.29	65.42	72.02
Xpr1	13.65	10.73	5.59	11.68	12.55	17.93	8.22	8.73
Idua	13.75	15.04	14.4	15.17	8.58	12.33	7.06	9.14
Tmem175	13.48	13.21	8.96	8.74	9.89	11.71	9.77	10.07
Cd82	155.43	124.54	215.3	152.29	118.02	119.38	103.89	111.77
Gak	38.91	31.92	27.9	32.95	30.77	37.78	25.2	27.22
Crp	0	0.05	0	0.05	0	0	0.3	0
Abhd8	14.39	20.02	18.74	18.9	19.31	16.84	18.86	19.39
Fcrl6	0	0	0	0	0	0.13	0	0
Pcgf3	12.04	11.31	8.5	11.23	8.55	11.96	5.09	5.49
Atp5me	1992.46	1808.61	1671.48	2060.75	2113.6	2231.91	1927.96	1999.3
Pde6b	0	0.06	0	0.27	0.05	0	0	0
Fbxo28	16.24	16.15	12.13	16.94	11	13.22	12.46	9.52
Ppp2r5a	66.03	71.71	71.34	76.9	57.74	65.42	52.84	59.67
Dr1	9.89	10.06	7.27	13.56	13.42	8.89	12.24	5.11
Tmed5	10.73	12.03	7.62	11.69	8.07	8.39	3.09	3.44
Mtf2	7	5.7	6.42	4.39	2.61	3.18	4.27	3.75
Antxr2	4.72	4.14	4	5.1	3.24	5.05	1.79	1.46
Hltf	11.52	11.39	7.05	9.42	5.92	5.4	3.76	4.01
Smad9	0.32	0.14	0	0.07	0.37	0.07	0.15	0.15
Gpr89b	28.92	23.47	21.21	26.89	20.09	18.22	14.76	19.02
Pdzk1	437.18	429.28	216.35	445.76	608.95	739.62	555.7	627.58
Rnf115	27.43	30.63	29.04	32.05	24.41	26.36	20.55	22.36
Thoc3	16.98	17.8	17.05	15.11	15.47	12.27	11.69	12.75
Cplx2	8.01	6.12	6.02	4.09	3.7	4.97	2.33	3.1
Aga	62.9	66.33	37.04	58.29	51.24	68.52	47.47	54.37
Fgf20	0	0	0	0	0	0	0	0
Coprs	58.5	57.85	57.21	50.24	62.59	81.28	70.63	61.04
Champ1	9.42	7.57	9.64	8.42	7.02	9.12	6.98	8.44
Elac1	2.53	2.56	1.68	1.39	1.58	1.87	1.64	1.16
Pigv	5.1	8.46	6.31	5.01	5.9	6.98	6.03	4.9
Ak2	124.96	192.16	114.25	127.5	173.26	152.39	156.24	141.54
Rnf19b	18.51	16.56	14.39	14.3	10.09	12.31	9.88	9.81
LOC103690615	0	0	0	0	0	0	0	0
Kpna6	17.63	17.74	12.62	21.05	14.9	21.06	10.37	10.37
Phf24	0.09	0.18	0.08	0.08	0	0.08	0	0
Dnajb5	13.09	11.82	15.12	12.93	11.47	15.2	14.91	15.39
Txndc15	69.64	59.52	62.39	61.47	61.04	57.43	47.83	57.53
Pcbd2	69.64	59.52	62.39	61.47	61.04	57.43	47.83	57.53
Ly86	14.2	14.16	10.73	11.96	9.19	6.54	7.09	8.74
Glis1	7.36	6.2	3.89	7.26	4.83	8.33	6.6	5.66
Plxdc2	28.74	22.58	23.92	28.21	20.11	16.73	14.27	14.47
Pik3r3	11.75	11.34	3.77	9.08	6.97	5.9	3.17	3.12
Dnajc1	18.38	23.55	27.92	24.07	21.77	21.58	20.08	21.86
Ldlrap1	7.99	8.46	5.61	10.05	6.66	7.81	1.82	3.24
Cog3	9.84	5.95	5.06	8.04	5.24	5.74	3.26	4.16
Megf6	0.44	0.81	1.07	1.15	0.25	0.35	0.49	0.34
Atg12	21.54	23.79	22.22	21.07	24.51	24.05	19.44	21.01
Cdo1	24.17	22.57	10.99	10.79	39.71	21.9	12.75	14.66
Chm	6.41	6.39	2.44	5.71	3.06	4.62	2.66	2.63
Lamp2	190.74	167.84	140.88	160.89	157.57	171.23	121.8	131.87
Pfkfb1	0.79	0.81	1.22	0.52	0.2	0.29	0.18	0.31
Apex2	4.16	4.16	3.22	4.07	2.55	3.03	3.04	4.02
Alas2	0.38	0	0	0.28	0.09	0.09	0.24	0.27
Gatm	1544.53	1230.52	404.69	1185.68	1438.43	1625.81	1306.39	1319.12
Spata5l1	4.71	3.73	2.59	3.99	2.72	4.13	2.96	2.86
Slc30a4	12.82	13.3	10.15	10.46	8.77	9.91	8.2	8.76
Sqor	10.92	15.41	12.77	18.49	9.4	11.78	7.67	9.34
Mier2	7.48	5.19	7.66	4.99	4.37	5.47	4.2	5.98
Plpp2	55.23	48.84	66.17	50.86	36.88	43.18	38.71	40.74
Tmprss6	0	0.05	0.1	0.05	0	0	0	0
Mpst	183.53	199.53	162.48	201.66	243.18	206.63	224.94	224.16
Tst	363.74	385.25	317.26	376.37	457.89	519.94	456.97	500.12
Csf2rb	68.87	67.28	33.71	58.54	63.8	78.99	45.05	46.05
Vwa5a	2.22	2.19	16.38	5.62	0.54	1.32	2.51	3.13
Cyp19a1	0	0	0	0	0	0	0	0
RGD1559995	0	0	0	0	0	0	0	0
Dppa5	0	0	0	0	0	0	0	0
