gene	RK10.3	RK11.3	RK12.2	RK12.3	RK7.1	RK7.2	RK8.1	RK8.2	RK2.1	RK2.2	RK3.1	RK3.2	RK4.1	RK4.2	RK6.1	RK6.2
ENSRNOG00000007899	8.52	5.82	8.37	8.59	5.86	8.99	8.21	9.82	7.49	7.63	7.08	8.94	9.2	7.7	9.67	8.06
ENSRNOG00000007900	74.72	89.12	67.77	66.54	106.88	87.56	114.43	92.79	98.27	88.74	81.38	89.85	88.67	108.21	80.75	100.09
ENSRNOG00000007901	98.27	89.43	99.42	111.01	149.52	146.96	178.43	156.05	110.72	107.22	105.05	106.69	156.47	165.7	158.65	154.34
ENSRNOG00000007905	17.9	22.72	21.28	17.05	10.32	15.1	12.09	11.54	17.15	19.09	16.68	17.45	16.96	13.96	18.84	19.3
ENSRNOG00000007906	0.14	0.23	0.14	0.17	1.94	1.96	0.6	1.91	0.43	0.38	0.09	0.64	1.29	2.52	1.18	0.96
ENSRNOG00000007907	29.74	29.03	28.07	29.8	31.85	36.79	45.66	40.6	27.86	25.51	32.4	27.2	31.99	43.13	36.92	36.83
ENSRNOG00000007911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007916	22.32	21.14	23.11	26.77	32.13	29.66	20.29	29.99	25.52	30.87	19.35	24.78	30	26.95	30.43	30.48
ENSRNOG00000007917	0.15	0.27	0.28	0.14	0	0.47	0.14	0.59	0.29	0.14	0	0	1.55	0.59	0.61	0.21
ENSRNOG00000007918	3.08	3.09	4.02	2.72	10.38	6.73	9.72	9.53	5.72	5.04	3.97	4.15	8.59	7.27	8.13	8.62
ENSRNOG00000007920	23.52	17.14	16.83	18.41	26.53	25.62	26.34	24.63	21.77	20.93	17.56	20.95	26.63	24.23	24.14	26.63
ENSRNOG00000007921	77.64	62.59	64.64	77.83	100.27	99.55	77.87	109.73	78.39	92.08	62.67	72.97	100.18	117.18	100.77	101.93
ENSRNOG00000007922	5.53	6.89	5.64	6.83	16.48	14	28.26	15.23	11.96	9.38	9.35	11.64	22.04	16.44	15.44	28.04
ENSRNOG00000007923	9.09	11.83	11.17	17.01	14.17	10.29	10.11	10.34	12.81	8.47	6.63	6.31	11.83	6.58	8.76	13.7
ENSRNOG00000007924	2.98	2.24	2.91	3.36	3.58	4.84	3.03	3.32	3.12	4.04	3.57	3.33	4.2	4.52	4.18	3.44
ENSRNOG00000007925	2.51	2.87	2.77	2.16	6.22	4.31	6.55	6.92	3.28	3.19	2.63	2.22	5.43	5.68	4.39	4.58
ENSRNOG00000007926	16.67	17.59	16.37	14	18.62	18.19	24.36	20.64	15.37	13.26	16.74	16.12	16.37	23.03	21.64	15.09
ENSRNOG00000007927	167.79	170.47	178.32	175.51	108.27	133.65	58.01	87.87	159.69	192.26	138.85	155.77	163.39	116.61	155.64	160.48
ENSRNOG00000007931	0	0	0	0.16	0.04	0.13	0	0	0	0.04	0.18	0	0.18	0	0.18	0.09
ENSRNOG00000007932	1.66	4.42	2.33	5.07	2.64	0.24	0	0.66	1.63	1.15	0.78	0.44	2.01	0.33	0.81	1.58
ENSRNOG00000007934	0	0	0	0	0	0.11	0	0	0	0	0.05	0.05	0.06	0	0	0.04
ENSRNOG00000007937	6.4	6.27	5.62	8.59	12.11	9.11	8.92	11.68	9.4	8.09	7.1	6.12	9.73	9.96	10.12	10.4
ENSRNOG00000007939	277.07	230.63	252.96	274.52	231.7	233.38	112.54	210.5	309.26	340.28	256.27	285.17	182.51	252.96	242.47	235.71
ENSRNOG00000007942	0.18	0.08	0.09	0	0.65	0.48	0.87	0.62	0.09	0.25	0.08	0.26	0.19	0.18	0.47	0.19
ENSRNOG00000007943	0	0	0	0	0.05	0	0	0	0	0	0	0.05	0	0	0	0
ENSRNOG00000007946	99.54	90.74	76.29	90.22	98.51	99.19	110.17	121.83	90.41	112.46	94.15	105.75	91.78	125.62	105.52	117.1
ENSRNOG00000007947	11.74	8.88	8.45	11.68	13.47	12.54	6.43	17.59	12.45	13.09	6.83	6.13	12.9	14.34	12.92	9.44
ENSRNOG00000007948	16.76	13.64	14.78	19.35	21.61	20.01	19.27	19.73	16.18	18.36	13.56	15.09	19.36	19.46	21.82	21.21
ENSRNOG00000007949	42.91	174.45	97.62	158.4	59.38	31.42	10.47	24.28	157.37	75.92	59.47	71.08	69.69	18	32.45	47.74
ENSRNOG00000007951	32.65	29.36	28.63	29.89	23.16	22.71	14.23	26.36	32.61	34.21	24.75	29	16.89	24.61	27.77	26.11
ENSRNOG00000007954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007955	4.39	6.32	5.38	4.37	3.97	5.71	2.42	6.66	4.68	6.04	4.6	5.74	4.59	4.43	4.88	7.57
ENSRNOG00000007956	4.04	2.62	4.58	3.38	8.34	5.89	5.21	7.2	3.82	3.69	4.06	4.12	7.03	7.42	7.01	7
ENSRNOG00000007957	0.18	0.12	0.4	0.2	0.63	0.47	0.59	0.71	0.18	0.47	0.21	0.49	0.17	0.26	0.55	0.56
ENSRNOG00000007960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007964	6.66	4.4	5.89	8.78	12.92	8.35	4.21	10.76	4.41	9.2	4.44	3.01	5.68	9.61	9.24	5.77
ENSRNOG00000007965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007967	572.14	492.32	497.89	491.87	472.76	462.55	340.68	492.8	472.97	503.92	459.26	476.36	470.12	398.25	508.98	493.53
ENSRNOG00000007968	31.89	25.83	31.45	33.11	36.5	37.4	38.43	40.35	33.47	36.47	32.05	31.63	35	35.97	36.26	40.51
ENSRNOG00000007970	0.15	0.06	0.12	0.17	1.37	1.15	0.45	1.82	0.52	0.82	0.35	0.4	1.41	1	0.82	0.82
ENSRNOG00000007971	107.22	100.87	96.61	129.58	143.22	113.95	87.71	104.06	123.42	136.79	100.78	114.16	126.66	110.2	131.14	124.19
ENSRNOG00000007972	10.99	16.1	13.04	16.94	18.92	15.62	15.52	16.27	15.45	13.6	11.22	13.38	17.83	17.88	15.05	13.86
ENSRNOG00000007975	4.75	3.74	4.16	6.81	9.52	7.19	4.18	8.44	6.14	7.91	3.03	3	8.93	8.33	7.65	6.75
ENSRNOG00000007977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007979	12.4	11.13	12.05	12.48	12.71	9.63	10.65	12.6	12.7	12.77	10.72	9.43	10.58	12.21	10.64	10.95
ENSRNOG00000007980	1.43	4.53	2.63	2.76	0.95	0.54	0.5	0.81	2.4	0.87	0.98	0.8	0.33	0.41	0.11	1.16
ENSRNOG00000007981	1.55	1.65	1.45	1.49	1.41	1.76	1.53	1.73	1.52	1.85	1.3	0.85	2	3.19	2.28	1.31
ENSRNOG00000007982	5.56	5.01	4.76	4.98	10.19	8.32	9.01	9.89	5.46	6.84	6.35	6.39	8.42	10.38	9.18	8.19
ENSRNOG00000007984	0.58	0.64	1.34	1.12	1.65	1.85	0.28	1.2	1.38	1.91	0.36	0.16	1.3	1.67	0.92	0.98
ENSRNOG00000007986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007988	25.35	23.91	23.38	21.59	27.8	29.63	26.94	28.14	22.62	23.95	23.68	26.5	24.94	25.76	26.66	29.73
ENSRNOG00000007989	1.9	2.03	0.94	2.32	3.22	3.49	4.94	4.32	1.42	2.48	1.95	1.62	2.89	4.83	3.44	3.57
ENSRNOG00000007990	21.54	19.43	20.86	26.86	41.91	34.59	17.06	30.14	27.74	36.01	13.81	17.92	37.49	34.1	34.3	35.3
ENSRNOG00000007992	9.84	6.78	8.32	7.7	14.84	15.14	8.16	14.2	11.09	15.7	8.64	8.97	15.86	14.06	20.94	17.9
ENSRNOG00000007993	22.92	17.74	23.63	23.54	26.5	21.22	15.87	23.55	23.45	26.86	16.81	19.77	28.64	25.97	25.57	26.36
ENSRNOG00000007998	49.1	43.65	47.83	50.26	59.65	59.16	67.96	62.78	46.06	53.82	48.6	54.98	62.34	72.03	65.29	71.22
ENSRNOG00000007999	0.54	0.24	0.39	0.38	0.14	0	0.26	0.27	0.13	0.13	0.35	0	0.14	0.4	0.55	0.38
ENSRNOG00000008000	0.78	0.2	0.53	0.72	2.04	2.11	2.96	2.89	0.81	2.04	1.55	1.11	3.22	3.58	2.55	2.88
ENSRNOG00000008001	3.69	1.67	2.51	2.45	2.06	1.98	2.25	3.37	1.36	1.89	0.68	0.76	1.63	1.55	2.22	2.63
ENSRNOG00000008003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008005	3.18	2.15	2.35	2.43	7.78	4.69	5.29	7.73	4.14	5.28	3.7	3.49	6.44	7.49	7.23	5.78
ENSRNOG00000008010	0.86	2.44	1.55	2.02	2.13	1.73	2.63	1.51	1.27	2.24	3.97	1.59	1.72	3.59	2.69	2.46
ENSRNOG00000008011	0	0	0	0	0.32	0	0.62	0	0.31	0	0	0	0	0	0	0
ENSRNOG00000008012	5.14	8.31	7.46	11.97	11.52	10.22	8.7	11.87	5.62	7.23	5.47	5.88	11.9	14.76	10.5	11
ENSRNOG00000008015	2.69	0.38	0.3	0.48	6.77	2.65	7.87	3.3	2.23	1.17	0.91	2.04	10.7	5	2.91	2.88
ENSRNOG00000008016	13.39	12.22	13.45	14.9	35.84	31.61	54.32	38.2	16.23	21.56	17.65	18.86	31.27	44.6	32.66	37.7
ENSRNOG00000008017	11.21	13.35	9.42	10.04	12.56	13.36	14.72	12.59	10.43	10.93	11.69	10.32	10.99	15.13	12.51	14.28
ENSRNOG00000008020	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008022	0.9	0.95	0.81	0.93	3.84	3.09	2.23	3.64	1.4	2.01	1.36	1.69	3.31	3.81	2.98	2.94
ENSRNOG00000008024	14.47	15.87	16.85	17.39	21.55	21.97	19.04	18.94	16.68	17.19	13.4	14.17	24.5	20.7	19.55	20.01
ENSRNOG00000008025	10.84	13.97	12.03	13.14	13.94	9.61	11.27	8.28	15.97	12.55	10.02	14.65	11.6	14.9	19.18	14.24
ENSRNOG00000008026	0.1	0.09	0	0	0.11	0.44	0.1	0.2	0	0	0	0.1	0	0.1	0.21	0.07
ENSRNOG00000008027	0	0	0	0	0	0.08	0.07	0.04	0.04	0.1	0	0.04	0.16	0.11	0	0
ENSRNOG00000008030	0.57	0.62	0.54	0.64	1.55	1.37	3.82	2.08	0.75	1.07	0.53	1.24	2.21	1.92	1.12	1.47
ENSRNOG00000008031	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.09	0
ENSRNOG00000008034	0.75	0.68	0.18	0.41	1.3	1.06	2.37	1.67	0.79	0.88	0.16	0.74	1.2	1.25	0.98	1.15
ENSRNOG00000008035	9.07	6.79	5.76	8.59	16.24	13.11	14.72	12.9	6.01	7.61	8.55	9.73	10.76	16.24	13.92	14.09
ENSRNOG00000008036	3.87	2.34	3.12	4.79	7.5	6.57	2.83	6.31	4.42	6.54	2.47	2.87	6.07	6.34	5.62	5.37
ENSRNOG00000008037	25.62	29.5	24.45	28.54	31.42	34.33	46.86	39.98	24.64	27.98	26.31	29.54	35.66	36.16	37.99	36.2
ENSRNOG00000008038	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0
ENSRNOG00000008039	7.41	4.82	6.88	9.53	10.28	7.72	3.71	8.47	6.08	8.49	3.93	5.83	12.29	9.85	8.39	8.32
ENSRNOG00000008040	0	0	0.11	0	1.45	2	1.02	0.35	0.57	0.44	0	0.11	0.87	1.88	0.24	0.75
ENSRNOG00000008045	6.16	2.63	3.01	2.37	9.64	10.48	11.08	16.75	7.83	8	6.57	8.34	9.77	9.99	8.66	10.18
ENSRNOG00000008046	4.95	7.4	3.55	6.72	8.12	10.36	9.73	11.99	4.96	6.38	5.14	4.89	10.1	7.97	8.36	9.58
ENSRNOG00000008047	454.78	403.92	376.41	397.65	242.93	210.93	133.43	229	433.38	363.29	356.41	349.63	234.1	186.49	289.36	297.55
ENSRNOG00000008048	212.41	192.05	191.01	209.35	233.8	227.31	236.95	251.45	205.86	213.43	225.01	235.31	238.81	286.79	248.87	259.64
ENSRNOG00000008049	46.28	56.6	43.99	56.19	61.14	52.66	80.42	74.56	53.72	58.23	52.71	59.52	66.6	63.19	77.17	62.92
ENSRNOG00000008050	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
ENSRNOG00000008051	11.7	9.13	10.69	11.24	15.98	15.3	11.1	12.19	12.1	16.6	10.34	10.81	13.26	12.3	14.42	16.34
ENSRNOG00000008052	8.14	6.83	6.54	8.28	12.34	12.73	13.37	12.69	6.99	9.73	8.2	8.86	10.76	12.07	11.83	12.2
ENSRNOG00000008053	0.04	0.21	0.34	0.04	0.08	0	0	0.04	0.08	0.11	0	0	0	0.04	0	0.08
ENSRNOG00000008054	3.62	2.05	3	2.34	5.65	5.47	5.82	6.35	3.49	7.17	4.41	6.37	4.42	6.41	3.97	6.8
ENSRNOG00000008055	0.9	0.95	1	0.93	2.35	3.55	2.73	2.49	0.88	1.51	1.44	0.84	2.53	2.87	1	1.75
ENSRNOG00000008056	7.02	4.39	5.85	5.71	7.64	8.87	7.08	15.5	4.97	7.84	4.24	5.45	13.73	8.13	8.38	9.86
ENSRNOG00000008057	134.33	131.96	124.82	123.23	295.3	270.35	446.05	378.25	150.8	123.19	146.06	141.79	323.86	321.21	293.32	401.79
ENSRNOG00000008058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008059	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008061	2.28	1.37	1.48	1.98	6.05	6.6	7.83	6.65	2.75	3.85	2.69	3.74	6.31	5.91	6.41	6.33
ENSRNOG00000008062	5.26	7.58	7.6	8.11	7	7.26	7.24	6.19	8.44	9.71	6.42	8.82	8.58	8.79	8.06	6.96
ENSRNOG00000008063	253.54	275.17	258.55	309.65	225.68	215.72	153.05	186.75	272.37	270.99	228.24	250.63	220.7	199.21	271.83	219.58
ENSRNOG00000008064	34.2	32.28	32.93	33.02	44.31	38.4	61.02	45.74	33.16	32.5	31.99	34.39	49.52	42.37	41.17	42.12
ENSRNOG00000008065	59.79	58.38	73.82	93.9	82.73	88.94	77.39	88.45	71.79	81.35	53.44	62.12	83.42	110.55	105.06	102.24
ENSRNOG00000008067	2.92	1.91	3.75	5.94	8.36	5.6	3.17	7.29	3.66	6	2.29	4.32	7.72	6.55	5.69	5.91
ENSRNOG00000008074	1.36	2.39	2.13	0.97	3.08	5.53	1.17	2.07	0.94	0.6	1.26	1.65	4.62	0.24	5.34	3.71
ENSRNOG00000008075	2.39	3.79	3.56	5.15	6.69	4.53	5.39	5.43	3.59	3.17	3.52	2.94	5.68	4.51	6.09	6.18
ENSRNOG00000008078	0	0	0	0	0	0.06	0	0	0	0.05	0	0	0	0	0	0
ENSRNOG00000008079	53.23	50.31	52.73	63.62	57.91	55.75	51.28	51.77	46.45	50.74	36.22	37.62	59.46	62.94	56.36	58.7
ENSRNOG00000008081	16.1	11.79	13.61	13.47	19.49	18.33	17.18	19.19	14.37	15.95	12.23	17.07	14.89	22.57	18.05	20.6
ENSRNOG00000008082	0.22	0.63	0.14	0.52	0.78	0.37	0.22	0.23	0.35	0.29	0.46	0.33	0.8	0.61	0.4	0.83
ENSRNOG00000008086	2.38	1.65	2.41	1.44	2.31	1.35	1.5	1.81	0.82	1.72	1.72	2.62	1.78	2.82	2.17	1.4
ENSRNOG00000008088	1.93	1.64	2.03	3.49	5.94	4.87	3.47	4.05	3.8	3.35	2.42	1.85	4.92	5.79	2.77	4.94
ENSRNOG00000008090	45.45	44.51	39.19	48.97	52.91	52.16	55.75	50.19	46.28	41.57	39.46	47.14	51.93	56.81	49.85	52.12
ENSRNOG00000008091	0.5	0.76	0.32	1.72	4.12	3.78	4.56	4.33	1.64	1.9	1.03	1.32	3.53	7.58	3.61	2.74
ENSRNOG00000008095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008098	0.08	0.11	0.2	0.04	0.04	0.35	0.04	0.21	0.04	0.39	0.14	0.25	0.27	0.29	0.26	0.18
ENSRNOG00000008099	3.25	4.3	2.84	3.65	5.61	6.65	7.62	7.32	7.3	3.69	2.85	2.75	7.45	6.56	5.43	7.83
ENSRNOG00000008100	0	0.08	0	0	0.17	0.11	1.22	0.33	0.41	0	0.07	0.24	0.62	0.75	0.17	0.3
ENSRNOG00000008101	19.81	19.7	22.03	23.91	20.22	18.58	15.84	21.96	14.89	24.98	17.92	23.8	8.91	24.38	15.78	24.66
ENSRNOG00000008102	4.19	2.64	4.79	3.37	5.55	3.98	6.13	5.33	4.45	4.73	3.16	3.55	3.47	5.16	7.01	5.4
ENSRNOG00000008103	1300.39	1110.3	1194.57	1239.45	988.27	920.06	577.51	944.42	1172.67	1262.05	976.27	1078.46	924.62	894.83	981.92	1042.16
ENSRNOG00000008105	0.1	0.09	0	0.19	0	0.44	0.5	0.1	0.1	0	0	0.3	0.66	0	0.32	0.37
ENSRNOG00000008106	135.02	109.19	138.81	117.36	107.51	95.81	73.39	86.84	134.63	136.56	105.94	114.15	107.96	95.64	134.89	115.79
ENSRNOG00000008108	11	11.19	11.71	12.86	15.1	13.16	15.62	16.99	11.99	15	9.94	12.71	16.68	18.27	13.9	18.06
ENSRNOG00000008111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008113	16.2	13.82	13.77	15.92	26.01	24.03	27.59	28.04	14.6	21.04	15.53	16.77	24.1	25.35	24.73	27.45
ENSRNOG00000008114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008115	0.81	0.84	0.77	0.99	6.17	4.5	2.7	3.88	0.94	1	1.42	0.77	4.4	4.39	2.13	2.66
ENSRNOG00000008116	40.32	31.09	37.32	37.02	53.06	48.64	50.23	55.28	36.97	43.16	34.69	36.45	55.57	52.86	62.35	55.5
ENSRNOG00000008117	135.27	141.14	155.69	160.72	111.59	100.1	47.58	99.68	158.97	170.53	122.5	135.68	99.01	98.6	110.38	116.66
ENSRNOG00000008118	0.87	0.46	0.28	0.2	0.53	0.39	0.28	0.8	1.36	0.69	0.83	1	0.16	0.95	1.14	1.14
ENSRNOG00000008121	126.1	101.48	123.57	144.01	182.68	160.45	70.08	130.15	126.73	170.09	124.49	131.95	144.45	223.14	147	99.9
ENSRNOG00000008124	8.52	8.59	7.96	9.83	12.09	11.72	10.89	12.55	8.22	12.17	7.66	9.78	11.9	13.09	10.64	13.1
ENSRNOG00000008125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008129	0.12	0.14	0.22	0.27	0.45	0.25	0.56	0.35	0.09	0.15	0.27	0.18	0.1	0.33	0.33	0.35
ENSRNOG00000008130	1.01	1.84	1.25	3.26	0.6	1.09	0.57	0.58	1.42	0.41	0.64	0.71	0.92	0.88	2.1	1.34
ENSRNOG00000008133	2	4.3	3.83	2.55	7.49	7	5.96	6.81	5.64	3.44	3.99	4.67	6.24	6.8	6.18	6.44
ENSRNOG00000008134	0.67	0.71	0.99	1.09	2.6	1.81	1.14	1.53	1.19	1.19	0.59	1.02	2.62	1.81	1.37	1.39
ENSRNOG00000008135	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.13	0	0
ENSRNOG00000008136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008137	18.14	17.99	19.57	19.92	18.7	18.72	13.64	17.94	16.34	19.39	16.3	16.97	17.73	20.8	17.86	18.34
ENSRNOG00000008138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0
ENSRNOG00000008140	137.53	136.55	112.15	121.61	225.1	222.6	324.89	250.18	166.22	160.9	168.85	174.43	249.48	273.26	232.13	241.51
ENSRNOG00000008141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008142	4.18	4.2	5.08	5.5	8.36	6.49	5.13	7.62	4.79	5.98	4.66	5.74	6.66	7.26	7.46	6.28
ENSRNOG00000008144	10.56	7.56	6.48	7.48	30.81	31.95	45.32	31.75	13.93	14.55	18.27	18.24	27.69	43.24	29.6	35.38
ENSRNOG00000008145	4.97	4.1	5.17	5.49	6.7	5.64	3.61	5.97	5.85	6.85	4.27	4.79	7.84	6.45	5.39	6.12
ENSRNOG00000008146	0.08	0	0	0	0.16	0.08	0.08	0.08	0	0	0.14	0.23	0	0	0	0.22
ENSRNOG00000008151	3.47	1.16	2.17	2.56	5.22	4.02	4.53	3.29	3.89	4.07	2.33	2.82	4	4.7	4.78	3.57
ENSRNOG00000008153	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0
ENSRNOG00000008155	0.97	1.12	0.93	0.66	1.84	1.69	1.72	0.97	1.21	0.92	0.94	0.96	0.94	2.22	1.2	1.45
ENSRNOG00000008156	1.91	1.8	2.6	2.58	3.09	3.44	3.81	3.96	2.99	3.19	2.5	2.33	3.33	5.14	3.89	4.16
ENSRNOG00000008157	0	0.05	0.22	0.16	0.18	0.06	0.06	0.17	0.11	0.16	0.1	0.11	0.12	0.06	0.18	0.04
ENSRNOG00000008159	1.23	1.6	1.72	1.12	7.84	4.75	9.15	4.09	2.76	1.78	2.23	4.7	5.79	4.74	3.28	3.95
ENSRNOG00000008161	693.89	512.76	468.68	503.57	536.96	608.25	627.42	587.58	614.63	618.2	587.38	620.47	615.93	653.12	648.82	632.89
ENSRNOG00000008163	234.01	238.55	231.2	235.73	247.68	239.96	262.07	243.18	205.48	251.76	223.68	253.06	240.31	264.7	270.64	266.7
ENSRNOG00000008165	0.91	1.13	1.22	1.34	7.17	6.27	2.76	5.7	2.2	2.77	2	2.74	4.77	7.73	3.31	2.41
ENSRNOG00000008167	23.9	18.91	22.59	23.36	28.56	25.29	27.27	26.57	21.17	31.54	22.98	23.11	27.05	24.5	29.83	27.57
ENSRNOG00000008168	3.55	3.02	3.53	2.49	4.25	4.89	8.02	6.64	2.4	2.86	2.01	3.21	5.16	3.06	5.26	3.81
ENSRNOG00000008169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008170	0.15	0	0.07	0.55	1.46	2.12	2.81	1.25	0.51	0.91	0.45	0.66	1.82	2.01	0.7	1.48
ENSRNOG00000008173	9.13	5.99	10.68	9.48	23.76	19.79	8.98	16.77	11.52	14.49	6.16	6.91	15.65	18.7	16.53	14.18
ENSRNOG00000008174	5.11	4.13	5.98	6.14	9.26	7.81	6.04	7.34	6.67	7.75	4.1	6.25	6.22	5.41	6.82	6.83
ENSRNOG00000008176	0	0	0	0	0	0	0.42	0	0	0	0.96	0.21	0.68	0.65	0	0.31
ENSRNOG00000008177	4.33	3.46	3.74	3.99	2.64	4.3	4.46	4.62	4.03	3.26	2.56	2.83	3.59	4.37	4.24	3.18
ENSRNOG00000008178	6.81	6.63	6.77	6.14	13.32	13.25	16.86	15.72	11.51	10.73	10.4	12.55	14.75	16.91	17.01	13.41
ENSRNOG00000008180	9.59	6.18	8.09	6.01	17.75	16.19	16.41	19.44	12.68	10.24	10.96	7.66	19.05	19.71	18.54	19.22
ENSRNOG00000008182	6.2	1.78	3.08	2.71	20.71	14.6	23.3	19.44	7.15	8.78	8.74	7.43	14.9	15.71	16	12.76
ENSRNOG00000008184	2.22	1.75	2.05	3.69	3.76	3.95	3.86	3.81	2.22	2.09	1.37	1.8	2.56	2.37	2.6	2.71
ENSRNOG00000008187	1.65	1.4	1.7	1.67	4.35	3.05	3.69	3.74	4.04	3.27	2.24	2	4.09	4.69	4.19	5.02
ENSRNOG00000008190	11.1	10.44	12.36	11.8	15.57	13.82	8.85	11.39	10.36	12.96	9.39	10.66	13.15	14.41	13.35	11.12
ENSRNOG00000008191	6.41	5.65	4.81	8.29	7.53	8.2	7.06	6.21	5.93	6.22	6.25	6.68	9.79	8.22	7.55	8.37
ENSRNOG00000008193	35.5	30.48	34.54	36.72	64.56	59.21	55.21	55.64	38.05	43.86	30.08	34.01	64.13	64.59	63.75	55.63
ENSRNOG00000008194	8.51	7.15	6.35	6.54	11.59	12.1	9.03	12.28	8.31	9.36	5.59	7.33	10.24	11.94	10.44	8.76
ENSRNOG00000008195	238.18	208.74	225.6	255.53	334.05	313.21	291.3	301.05	252.83	280.4	205.23	235.57	328.77	364.79	308.15	307.61
ENSRNOG00000008196	5.48	6.79	7.42	8.29	14.22	16.56	11.35	16.84	7.93	10.06	5.5	7.67	15.02	20.17	16.74	15.62
ENSRNOG00000008199	0	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0
ENSRNOG00000008203	0.1	0.56	0.2	0.19	0.11	0.38	0.99	0.41	1.42	1	0.98	0.67	0.33	0.42	0.11	0.74
ENSRNOG00000008209	4.76	3.59	4.23	3.95	9.58	10.29	13.38	12.49	5.28	6.85	6.38	5.06	10.8	13.69	13.75	12.76
ENSRNOG00000008210	0	0.02	0.05	0.05	0.14	0.11	0.03	0.05	0	0.03	0	0	0.14	0	0.06	0.06
ENSRNOG00000008212	11.88	10.49	11.96	11.15	16.31	17.32	21.45	21.41	10.9	15.11	10.8	13.17	16.26	21.5	15.52	20.02
ENSRNOG00000008214	30.83	30.22	31.76	33.68	33.04	32.36	26.79	32.38	30.21	35.68	30.46	33.33	35.71	36.12	32.67	31.63
ENSRNOG00000008215	15.43	12.53	10.79	10.48	29.2	30.28	43	38.95	17.6	16.71	14.8	21.32	26.27	29.42	29.35	38.24
ENSRNOG00000008217	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008218	98.35	85.17	87.08	89.38	78.35	79.52	58.61	89.48	106.53	114.06	67.97	80.77	90.66	91.29	95.63	104.91
ENSRNOG00000008219	0	0	0.05	0	0.05	0.05	0.05	0	0	0	0	0.05	0	0.1	0.05	0.07
ENSRNOG00000008222	41.33	42.49	54.21	48.25	48.06	48.46	46.03	47.59	41.06	44.34	49.03	42.56	37.65	50.19	48.72	55.48
ENSRNOG00000008223	0.08	0.15	0.05	0.35	0.59	0.17	0.26	0.21	0.31	0.18	0.21	0.13	0.49	0.35	0.48	0.34
ENSRNOG00000008224	12.35	9.53	7.77	11.57	16.97	13.44	14.86	15.05	9.27	14.14	13.4	11.11	8.87	12.45	15.42	12.28
ENSRNOG00000008225	0.88	0	0	0.86	3.23	0	0	1.74	1.7	0	0	0	0.82	2.62	0.8	0
ENSRNOG00000008226	52.8	56.3	55.89	60.98	53.54	45.91	40.28	38.75	63.37	48.75	44.94	46.22	52	36.86	52.31	50.7
ENSRNOG00000008232	0.3	0.41	0	0.28	0	0	0	0	0	0	0.13	0.15	0	0	0	0
ENSRNOG00000008234	1.43	3	2.98	2.1	4.14	2.92	2.95	3.4	3.29	2.23	3.36	2.82	2.31	2.99	3.41	3.42
ENSRNOG00000008235	0.03	0.03	0.03	0	0.04	0.18	0	0.07	0	0	0	0.07	0.18	0.17	0	0.05
ENSRNOG00000008236	173.91	182.47	213.55	193.26	144.1	151.94	93.98	153.82	203.62	172.95	151.56	170.99	165.77	153.02	179.08	156.79
ENSRNOG00000008237	2.51	3	3.21	3.69	5.94	5.3	4.9	5.09	3.27	3.58	3.17	3.26	5.08	5.7	4.48	4.81
ENSRNOG00000008239	13.28	10.8	11.27	12.13	16.42	20.05	15.69	18.51	12.84	18.7	16.71	16.18	14.56	16.97	18.14	19.58
ENSRNOG00000008242	0	0.65	0.23	0.45	0	0	0	0.24	0	0	0	0	0	0	0	0
