Symbol	Vehicle_2_36_norm
A530016L24Rik	5.832929849
A530032D15Rik	6.730360115
A530054K11Rik	9.043147557
A630001G21Rik	6.81871599
A630007B06Rik	9.448216887
A630020A06	6.619936126
A630023A22Rik	5.482432602
A630066F11Rik	5.804360697
A630072M18Rik	8.325411434
A630076J17Rik	4.067395103
A630089N07Rik	9.954920374
A730006G06Rik	5.408432021
A730008H23Rik	5.915392009
A730017L22Rik	9.526826721
A730098P11Rik	12.11688066
A830010M20Rik	6.767284471
A830018L16Rik	7.943707953
A830080D01Rik	9.111789222
A930001A20Rik	6.901971494
A930001C03Rik	6.436238483
A930004D18Rik	7.50035451
A930007I19Rik	6.445906726
A930015D03Rik	8.05532227
AA388235	6.464285255
AA414768	7.18287232
AA415398	7.509232661
AA465934	8.974285698
AA467197	7.436628912
AA536875	5.941864221
AA986860	9.415533077
AA987161	9.50035451
Aaas	9.827616049
Aacs	10.724654
Aadac	11.26510326
Aadat	12.79531556
Aaed1	9.724653997
Aagab	11.25656075
Aak1	12.48901858
Aamdc	8.971441015
Aamp	12.81774302
Aar2	10.35341044
Aars	12.49226122
Aars2	9.468843537
Aarsd1	10.40961796
Aasdh	8.603448003
Aasdhppt	10.29236147
Aass	13.13957238
Aatf	10.09566956
Aatk	7.433436218
AB124611	8.732285799
Abat	12.5542596
Abca1	12.79690256
Abca12	7.628110057
Abca13	12.68382142
Abca14	7.722746931
Abca15	7.408432021
Abca16	6.74421358
Abca17	7.561383943
Abca2	12.24962391
Abca3	14.52356836
Abca4	9.067395103
Abca5	10.23865531
Abca6	7.699663318
Abca7	10.76505774
Abca8a	9.533369567
Abca8b	9.05532227
Abca9	9.56564597
Abcb10	10.48130506
Abcb11	8.822282605
Abcb1a	9.576246275
Abcb1b	9.964635528
Abcb4	7.126288792
Abcb5	8.085317011
Abcb6	10.56777227
Abcb7	11.24995499
Abcb8	10.99576543
Abcb9	8.672257161
Abcc1	10.69577988
Abcc10	9.862651203
Abcc12	8.68014076
Abcc2	12.21578694
Abcc3	11.32729526
Abcc4	12.94959208
Abcc5	9.80797527
Abcc6	9.739820445
Abcc8	7.427291048
Abcc9	8.292213435
Abcd1	10.04161847
Abcd2	7.628110057
Abcd3	13.3243114
Abcd4	10.31785144
Abce1	11.93199398
Abcf1	12.25590153
Abcf2	11.26411387
Abcf3	11.07787659
Abcg1	10.27033516
Abcg2	13.17208121
Abcg3	7.535543939
Abcg4	6.874750025
Abhd1	8.588461895
Abhd10	8.25771463
Abhd11	10.71970157
Abhd11os	6.98068347
Abhd12	11.53119191
Abhd13	10.72892248
Abhd14a	9.875956225
Abhd14b	12.36170951
Abhd15	7.171731763
Abhd16a	12.00324769
Abhd17a	11.03394862
Abhd17b	10.75015565
Abhd17c	12.14776852
Abhd2	10.75948748
Abhd3	10.61993613
Abhd4	12.15290703
Abhd5	11.02236685
Abhd6	10.34165676
Abhd8	10.02469065
Abi1	11.67159346
Abi2	8.344541505
Abi3	9.021601421
Abi3bp	9.738768559
Abl1	11.97966516
Abl2	7.95166372
Ablim1	12.47803206
Ablim2	8.35678026
Ablim3	10.32903722
Abr	11.75434001
Abra	6.445906726
Abracl	10.99260335
Abt1	9.923716874
Abtb1	9.985463248
Abtb2	9.832929849
Acaa1a	11.87517933
Acaa1b	12.50146727
Acaa2	12.61711561
Acaca	10.76783482
Acacb	10.17173176
Acad10	10.52682672
Acad11	12.156978
Acad12	9.253261648
Acad8	11.00990961
Acad9	11.29236147
Acadl	13.43793722
Acadm	13.2631364
Acads	12.17487375
Acadsb	11.93858164
Acadvl	13.27017195
Acan	7.526826721
Acap1	8.477917121
Acap2	11.53228115
Acap3	10.27424667
Acat1	12.93446788
Acat2	10.8016531
Acat3	10.21307256
Acbd3	11.29107507
Acbd4	11.85920917
Acbd5	12.008717
Acbd6	9.941796062
Accs	8.695732715
Acd	10.25193989
Ace	10.43971908
Ace2	11.07487395
Ace3	7.269028964
Acer2	8.734102643
Acer3	10.74546701
Ache	7.752942179
Acin1	12.23440469
Ackr2	6.004629662
Ackr3	11.01692815
Acly	13.0794587
Acmsd	11.2833325
Acn9	7.427291048
Acnat1	11.87903738
Acnat2	11.21917276
Aco1	13.42377371
Aco2	14.27408391
Acot1	10.950853
Acot10	9.890125251
Acot11	9.668299147
Acot12	10.47338746
Acot13	11.39890925
Acot2	10.57730203
Acot3	9.441275277
Acot4	10.37603751
Acot6	7.767834821
Acot7	10.08164386
Acot8	9.775214351
Acot9	11.17312905
Acox1	14.41116809
Acox2	9.476774945
Acox3	11.57042575
Acoxl	7.114700818
Acp1	11.29587431
Acp2	11.47622017
Acp5	11.86330537
Acp6	10.82584042
Acpp	9.093516093
Acrbp	7.468261855
Acsbg1	8.504800415
Acsbg2	7.30005586
Acsf2	11.13348429
Acsf3	10.67718946
Acsl1	12.90848765
Acsl3	9.949616338
Acsl4	12.78978486
Acsl5	13.07862236
Acsl6	7.65530765
Acsm1	10.74170509
Acsm2	14.83201836
Acsm3	6.32959389
Acsm4	4.684066463
Acsm5	10.0718965
Acss1	13.17887858
Acss2	11.60655391
Acss3	8.947113594
Acta2	11.8016531
Actb	15.4690924
Actc1	8.199423496
Actg1	16.13330484
Actg2	8.477917121
Actl6a	10.94677413
Actn1	12.94001869
Actn2	6.603448003
Actn3	7.043147557
Actn4	14.12141146
Actr10	11.01537289
Actr1a	12.47367098
Actr1b	12.11324575
Actr2	13.62287897
Actr3	13.24751845
Actr5	8.857472033
Actr6	8.951667396
Actr8	10.54636691
Acvr1	9.988576314
Acvr1b	10.69577988
Acvr1c	4.083249533
Acvr2a	10.52354414
Acvr2b	6.860944225
Acvrl1	10.3399372
Acy1	10.95329457
Acy3	14.24132203
Acyp1	8.340413597
Acyp2	9.174524977
Ada	8.535439221
Adal	9.756837373
Adam10	12.91851947
Adam11	8.943341916
Adam12	9.743587275
Adam15	11.9596998
Adam17	11.49415827
Adam18	7.043147557
Adam19	10.00546871
Adam1a	7.18287232
Adam22	7.966664624
Adam23	7.833068503
Adam28	8.249318857
Adam3	7.030869227
Adam33	7.831819657
Adam7	7.915392009
Adam8	11.26148449
Adam9	12.23513719
Adamdec1	7.193927509
Adamts1	14.46613879
Adamts10	10.28762313
Adamts12	7.628110057
Adamts13	8.650339909
Adamts14	7.473387462
Adamts15	9.422599353
Adamts16	8.78621335
Adamts18	6.330429509
Adamts2	9.486412262
Adamts20	6.780900173
Adamts3	8.193664748
Adamts4	8.193927509
Adamts5	11.78575673
Adamts6	7.948407067
Adamts7	8.83646154
Adamts8	6.445906726
Adamts9	10.2833325
Adamtsl1	8.441275277
Adamtsl2	10.68308604
Adamtsl3	7.067395103
Adamtsl4	9.674232103
Adamtsl5	8.506020929
Adap1	10.68308604
Adap2	10.08828247
Adar	12.10826028
Adarb1	9.229281534
Adarb2	8.684066463
Adat1	7.81871599
Adat2	7.825840424
Adc	9.168933129
Adck1	9.766553578
Adck2	10.0184855
Adck3	11.42846052
Adck4	10.71701056
Adck5	9.2852094
Adcy1	8.771529304
Adcy10	8.024690652
Adcy2	8.800749443
Adcy3	9.096100099
Adcy4	8.30516275
Adcy5	8.132048061
Adcy6	12.86656877
Adcy7	10.88927072
Adcy9	9.945917841
Adcyap1r1	7.253174534
Add1	13.1451294
Add2	6.6115036
Add3	11.95970289
Adgb	8.660350394
Adh1	12.51144369
Adh5	12.60600051
Adh7	6.789861127
Adhfe1	11.48717329
Adi1	12.28849883
Adig	4.804360697
Adipoq	4.067395103
Adipor1	12.61583173
Adipor2	12.05304732
Adk	11.64062641
Adm	9.289787524
Adm2	8.427291048
Adnp	12.57360349
Adnp2	9.857472033
Ado	10.5366299
Adora1	8.791815683
Adora2a	7.752961544
Adora2b	8.269028964
Adora3	6.369957873
Adpgk	9.946774135
Adprh	10.28591798
Adprhl1	7.993394521
Adprhl2	10.2373201
Adprm	9.28720898
Adra1a	8.406594991
Adra1b	6.346709517
Adra2a	7.350329066
Adra2b	12.02894126
Adrb1	6.408432021
Adrb2	7.491421385
Adrb3	0.160504507
Adrbk1	12.24547779
Adrbk2	10.28074238
Adrm1	12.06701935
Adsl	10.68504622
Adss	12.36721366
Adssl1	7.954920374
Adtrp	10.41492803
Aebp1	12.64419421
Aebp2	11.15173986
Aen	10.36445371
Aes	12.38782971
AF251705	9.34537985
Afap1	11.21443039
Afap1l1	9.739820445
Afap1l2	11.22388323
Aff1	12.41080183
Aff2	6.350329066
Aff3	7.797129128
Aff4	13.06155994
Afg3l1	11.58536597
Afg3l2	11.95207442
Afm	9.613775141
Afmid	10.52463916
Aftph	12.2722048
Aga	9.308953651
Agap1	11.9113354
Agap2	8.103019013
Agap3	10.23300536
Agbl2	8.30516275
Agbl3	7.99778737
Agbl4	6.067395103
Agbl5	9.75866749
Ager	7.547412914
Agfg1	11.49868376
Agfg2	9.201662204
Aggf1	11.56245063
Agk	9.852248026
Agl	11.11033122
Agmat	7.722746931
Agmo	8.782556327
Ago1	11.65635953
Ago2	10.6453274
Ago3	8.360176852
Ago4	8.782556327
Agpat1	11.96804315
Agpat2	10.75389563
Agpat3	13.20899138
Agpat4	9.284625819
Agpat5	9.990227242
Agpat6	12.27392112
Agpat9	11.2486302
Agps	11.96463553
Agrn	14.62192
Agt	11.75015565
Agtpbp1	9.73633305
Agtr1a	10.40367849
Agtrap	12.64255614
Agxt	7.030869227
Agxt2	10.9426837
Ahctf1	11.70595169
Ahcy	12.64784212
Ahcyl1	13.13742658
Ahcyl2	12.62333643
Ahdc1	11.13204806
Ahi1	8.978947782
Ahnak	9.303147166
Ahr	9.374823628
Ahsa1	11.84831757
Ahsa2	9.306144139
AI197445	10.43546498
AI314180	12.25293132
AI314278	10.99655486
AI317395	12.33418164
AI413582	9.632179722
AI414108	7.92205574
AI427809	6.684066463
AI429214	7.954920374
AI450353	6.310251627
AI462493	9.793499704
AI464131	11.04924776
AI467606	8.782556327
AI504432	7.752961544
AI506816	9.850502479
AI507597	7.722746931
AI597479	10.31278935
AI607873	10.04467503
AI661453	10.01225355
AI747448	7.811556198
AI846148	8.722060011
AI848285	6.684066463
AI854703	10.46428526
AI987944	10.56243645
Aida	11.60862081
Aif1	10.18425886
Aif1l	13.23548217
Aifm1	11.98652194
Aifm2	9.416243691
Aifm3	8.722610609
Aig1	9.975887803
Aim1	11.12845121
Aim1l	7.644320284
Aim2	8.132048061
Aimp1	10.86872624
Aimp2	10.02887558
Aip	10.95328907
Airn	4.745467008
Ajuba	11.77199045
AK010878	8.477917121
Ak1	10.46170187
AK129341	9.168933129
Ak2	11.83892619
Ak3	12.59903648
Ak4	12.63408221
Ak5	8.269028964
Ak6	9.927033416
Ak7	8.242653549
Akap1	11.42702739
Akap10	10.53771504
Akap11	11.5846708
Akap12	12.67497201
Akap13	12.40189187
Akap17b	8.807962934
Akap2	13.79890029
Akap5	5.204898627
Akap7	9.838224149
Akap8	11.88416545
Akap8l	10.6148038
Akap9	12.04276544
Akip1	9.340413597
Akirin1	10.56989544
Akirin2	10.90449737
Akna	10.3723928
Akr1a1	15.76297141
Akr1b10	10.59721605
Akr1b3	11.57413244
Akr1b7	5.745467008
Akr1b8	10.53336957
Akr1c12	7.881603696
Akr1c13	9.1291713
Akr1c14	8.711251293
Akr1c18	8.143498082
Akr1c19	11.24198795
Akr1c20	7.030869227
Akr1c21	13.10301901
Akr1cl	5.745467008
Akr1d1	8.079367744
Akr1e1	8.990227242
Akr7a5	12.38329941
Akt1	12.2555354
Akt1s1	10.87605322
Akt2	12.09486808
Akt3	10.63522445
Aktip	12.23330704
Alad	12.80895362
Alas1	12.36556246
Alas2	7.718798327
Alb	6.941864221
Alcam	10.88927536
Aldh16a1	11.10008372
Aldh18a1	9.395321441
Aldh1a1	11.65285845
Aldh1a2	11.78666983
Aldh1a3	7.644320284
Aldh1a7	8.672257161
Aldh1b1	8.431967535
Aldh1l1	13.39157565
Aldh1l2	8.691885968
Aldh2	14.21781938
Aldh3a2	12.500911
Aldh3b1	10.27944558
Aldh3b2	5.330429509
Aldh4a1	13.33105554
Aldh5a1	10.43430011
Aldh6a1	13.80695071
Aldh7a1	13.09732503
Aldh8a1	12.40278546
Aldh9a1	12.95288812
Aldoa	15.15179637
Aldoart1	11.75809155
Aldoart2	11.19117164
Aldob	16.77060657
Aldoc	8.193927509
Alg1	10.22120044
Alg10b	10.67027951
Alg11	9.714274588
Alg12	9.230859491
Alg13	8.365034205
Alg14	8.951667396
Alg2	10.98864099
Alg3	9.34537985
Alg5	10.82584042
Alg6	9.484685054
Alg8	9.046200881
Alg9	10.0098331
Alk	7.699663318
Alkbh1	8.815140536
Alkbh2	7.660350394
Alkbh3	10.03240974
Alkbh4	8.455125256
Alkbh5	13.54569285
Alkbh6	10.00285485
Alkbh7	8.443880874
Alkbh8	8.284625819
Allc	7.126288792
Alms1	9.294930827
Alms1-ps2	6.269028964
Alox12	8.126288792
Alox12e	6.091241845
Alox15	5.067395103
Alox5	6.832929849
Alox5ap	9.778890009
Alox8	6.745467008
Alpk1	9.542047458
Alpk3	6.941864221
Alpl	13.7777162
Alppl2	6.518056512
Als2	10.66097431
Als2cl	10.98890195
Als2cr11	7.247967348
Als2cr12	6.699663318
Alx3	8.660350394
Alyref	10.44475026
Alyref2	7.586769262
Amacr	11.28656362
Ambn	6.901971494
Ambp	7.067395103
Ambra1	11.4725352
Amd1	10.56245063
Amd2	10.5517481
Amdhd2	11.56777227
Amer1	9.30005586
Amer3	5.619936126
Amfr	13.09548534
Amhr2	7.464285255
Amica1	7.526826721
Amigo3	7.369957873
Ammecr1	8.037021454
Ammecr1l	12.20781947
Amn	12.04848664
Amn1	8.722746931
Amot	10.21082028
