Symbol	Vehicle_2_17_norm
Abca3	14.94910502
Abca4	9.782313386
Abca5	10.40223956
Abca6	8.059847362
Abca7	10.79578209
Abca8a	10.73361913
Abca8b	8.8691638
Abca9	10.18480563
Abcb10	10.76556202
Abcb11	9.222118791
Abcb1a	9.537894659
Abcb1b	10.12367897
Abcb4	7.322881768
Abcb5	7.8691638
Abcb6	10.76345436
Abcb7	11.45281892
Abcb8	11.30632784
Abcb9	9.032102371
Abcc1	10.92114109
Abcc10	9.849230479
Abcc12	9.79268507
Abcc2	12.08875324
Abcc3	13.37195237
Abcc4	12.20803285
Abcc5	9.913813316
Abcc6	10.5391272
Abcc8	7.525510934
Abcc9	8.917291121
Abcd1	10.05468566
Abcd2	9.527996198
Abcd3	13.55885798
Abcd4	10.79475049
Abce1	11.85389183
Abcf1	12.18519933
Abcf2	11.15652136
Abcf3	11.22058319
Abcg1	9.786471012
Abcg2	13.48163169
Abcg3	7.165780807
Abcg4	6.515526846
Abhd1	9.648169768
Abhd10	8.055254603
Abhd11	10.41103286
Abhd11os	5.989458034
Abhd12	11.40764798
Abhd13	10.7146455
Abhd14a	10.5399964
Abhd14b	13.28076689
Abhd15	7.228244894
Abhd16a	12.05339234
Abhd17a	11.07946456
Abhd17b	10.9001907
Abhd17c	12.61150985
Abhd2	10.92114109
Abhd3	11.442317
Abhd4	11.62723862
Abhd5	11.23586612
Abhd6	10.45804135
Abhd8	9.951081362
Abi1	11.49426745
Abi2	8.256816196
Abi3	9.172122333
Abi3bp	9.171167713
Abl1	11.55959592
Abl2	7.520449792
Ablim1	12.64402165
Ablim2	7.750187426
Ablim3	9.528026114
Abr	11.53353982
Abra	6.837454941
Abracl	10.69985123
Abt1	9.954780582
Abtb1	9.837454941
Abtb2	9.626372614
Acaa1a	12.4870704
Acaa1b	13.34401598
Acaa2	13.61341266
Acaca	11.17215033
Acacb	11.25023647
Acad10	11.96536331
Acad11	13.06049128
Acad12	10.27337981
Acad8	11.86474663
Acad9	12.18519933
Acadl	13.86204058
Acadm	15.61534949
Acads	12.65905179
Acadsb	13.12655164
Acadvl	13.89129034
Acan	7.367969657
Acap1	8.25249244
Acap2	11.30487935
Acap3	10.04777453
Acat1	14.37454389
Acat2	11.36588735
Acat3	9.282239783
Acbd3	11.09463323
Acbd4	12.27004324
Acbd5	12.25299252
Acbd6	9.583000535
Accs	8.223045595
Acd	10.07182
Ace	12.65309327
Ace2	10.79578062
Ace3	7.003813327
Acer2	9.635101432
Acer3	10.35403047
Ache	7.37898281
Acin1	12.0024229
Ackr2	7.333883906
Ackr3	11.41972453
Acly	12.72091121
Acmsd	13.10444965
Acn9	7.422417441
Acnat1	12.78283375
Acnat2	12.19148388
Aco1	13.85784849
Aco2	15.18416565
Acot1	10.9703973
Acot10	9.576823025
Acot11	10.32001643
Acot12	11.0658461
Acot13	11.89827094
Acot2	10.06156383
Acot3	10.80092906
Acot4	11.35473063
Acot6	7.75499278
Acot7	11.15519676
Acot8	10.23129822
Acot9	10.90402256
Acox1	14.97139329
Acox2	12.06840837
Acox3	12.06883615
Acoxl	7.276339182
Acp1	11.29426387
Acp2	11.32144981
Acp5	11.88253446
Acp6	11.31642675
Acpp	8.853211355
Acrbp	7.569789074
Acsbg1	7.433064686
Acsbg2	7.018027186
Acsf2	11.61823163
Acsf3	11.21904596
Acsl1	13.91593195
Acsl3	10.35498149
Acsl4	12.20422623
Acsl5	12.83117962
Acsl6	8.424806955
Acsm1	12.44659263
Acsm2	15.86828755
Acsm3	9.190994368
Acsm4	5.433064686
Acsm5	11.89104903
Acss1	14.5309419
Acss2	12.61881465
Acss3	9.772600764
Acta2	10.91070392
Actb	15.17948021
Actc1	8.276339182
Actg1	15.41538724
Actg2	8.520527527
Actl6a	10.69433
Actn1	11.67987513
Actn2	7.087068831
Actn3	7.113786169
Actn4	14.19588637
Actr10	10.99665354
Actr1a	11.99665354
Actr1b	12.13676473
Actr2	13.34788946
Actr3	13.17551659
Actr5	9.000237873
Actr6	9.076920875
Actr8	10.63446792
Acvr1	9.708847755
Acvr1b	10.54894985
Acvr1c	7.974295766
Acvr2a	10.65394087
Acvr2b	7.454126301
Acvrl1	10.4395969
Acy1	13.22221272
Acy3	15.15888201
Acyp1	9.080311464
Acyp2	9.757112832
Ada	8.080247863
Adal	9.716100513
Adam10	12.37212529
Adam11	8.106907934
Adam12	8.737919267
Adam15	11.80422523
Adam17	11.27954344
Adam18	6.960311688
Adam19	9.37166178
Adam1a	7.771866599
Adam22	8.088970192
Adam23	8.141771961
Adam28	8.487475258
Adam3	6.945514686
Adam33	8.812838902
Adam7	7.821335275
Adam8	10.63894112
Adam9	12.31389853
Adamdec1	7.631004063
Adamts1	11.99080993
Adamts10	9.620173712
Adamts12	7.515526846
Adamts13	9.398169895
Adamts14	7.676518722
Adamts15	9.776054396
Adamts16	7.126961558
Adamts18	6.915457453
Adamts2	8.125559231
Adamts20	7.108362249
Adamts3	8.384426969
Adamts4	8.485153197
Adamts5	10.19422478
Adamts6	8.771866599
Adamts7	8.339955281
Adamts8	7.073522299
Adamts9	9.649382592
Adamtsl1	8.351226393
Adamtsl2	10.90688979
Adamtsl3	7.464542917
Adamtsl4	8.530477187
Adamtsl5	7.288958343
Adap1	9.819307594
Adap2	9.943654344
Adar	11.52798969
Adarb1	9.189487875
Adarb2	8.724980211
Adat1	8.222118791
Adat2	7.853396484
Adc	8.525510934
Adck1	9.77183808
Adck2	9.982226465
Adck3	11.74058604
Adck4	10.75711283
Adck5	9.44334322
Adcy1	9.225185094
Adcy10	8.010937761
Adcy2	8.974958464
Adcy3	9.293578323
Adcy4	8.892496304
Adcy5	9.097145903
Adcy6	12.96834006
Adcy7	10.45346728
Adcy9	10.22898437
Adcyap1r1	7.126007079
Add1	12.76043542
Add2	6.139959162
Add3	12.76091237
Adgb	7.729306137
Adh1	12.31929921
Adh5	12.88631977
Adh7	7.685451847
Adhfe1	12.80585465
Adi1	12.72226991
Adig	7.989458034
Adipoq	11.29542856
Adipor1	12.65876832
Adipor2	12.65905179
Adk	12.64082616
Adm	9.915457453
Adm2	8.395450394
Adnp	12.35473063
Adnp2	9.370741407
Ado	10.32574142
Adora1	8.248218082
Adora2a	7.694329998
Adora2b	6.821335275
Adora3	6.299798155
Adpgk	9.722812375
Adprh	9.987653537
Adprhl1	8.093794694
Adprhl2	9.9417916
Adprm	8.938058882
Adra1a	9.119996082
Adra1b	6.027002506
Adra2a	6.945514686
Adra2b	12.65137861
Adrb1	6.915457453
Adrb2	8.270414348
Adrb3	9.328595419
Adrbk1	12.1838179
Adrbk2	10.34630594
Adrm1	11.9826795
Adsl	10.75074331
Adss	12.09881859
Adssl1	8.87307885
Adtrp	11.45640956
Aebp1	11.45641104
Aebp2	11.36703231
Aen	10.13342963
Aes	12.55892444
AF251705	8.76766661
Afap1	10.44757752
Afap1l1	9.861301683
Afap1l2	10.13674576
Aff1	12.525817
Aff2	6.574420535
Aff3	8.809126218
Aff4	12.8427052
Afg3l1	11.74783429
Afg3l2	12.44790566
Afm	11.61764837
Afmid	11.73361913
Aftph	12.52830217
Aga	9.52798765
Agap1	11.82880599
Agap2	8.178491858
Agap3	10.04639161
Agbl2	8.28811635
Agbl3	8.197176548
Agbl4	6.737919267
Agbl5	9.619598856
Ager	6.568260348
Agfg1	11.04864023
Agfg2	9.432389179
Aggf1	11.43769826
Agk	9.847439029
Agl	11.40899693
Agmat	10.6686566
Agmo	9.564770365
Ago1	11.37833637
Ago2	10.72172723
Ago3	8.438358985
Ago4	8.495348964
Agpat1	12.01168884
Agpat2	10.34841686
Agpat3	13.71873888
Agpat4	8.197350886
Agpat5	9.85932944
Agpat6	12.294699
Agpat9	12.18283554
Agps	12.27152711
Agrn	12.98109325
Agt	12.28113526
Agtpbp1	9.942758879
Agtr1a	10.64709804
Agtrap	12.86867367
Agxt	7.126961558
Agxt2	11.66978239
Ahctf1	11.77553159
Ahcy	13.69957567
Ahcyl1	13.49852042
Ahcyl2	13.17861885
Ahdc1	10.53789466
Ahi1	9.062101115
Ahnak	9.19304834
Ahr	9.200470228
Ahsa1	12.46616374
Ahsa2	10.31249726
AI197445	9.998446817
AI314180	12.32966421
AI314278	12.5953079
AI317395	12.99530711
AI413582	8.888633665
AI414108	6.574420535
AI427809	6.649382592
AI429214	7.974958464
AI450353	6.989458034
AI462493	9.800929065
AI464131	11.24420323
AI467606	8.510508771
AI504432	7.892496304
AI506816	9.007379942
AI507597	7.464542917
AI597479	10.03210237
AI607873	9.600630414
AI661453	10.71410831
AI747448	8.73361913
AI846148	8.347272954
AI848285	6.367969657
AI854703	10.52177499
AI987944	10.26517759
Aida	10.85438701
Aif1	9.729306137
Aif1l	13.40629778
Aifm1	12.76875678
Aifm2	9.875095863
Aifm3	9.164377733
Aig1	9.911655882
Aim1	10.94922819
Aim1l	7.821335275
Aim2	7.78854534
Aimp1	10.35403047
Aimp2	9.511095286
Aip	10.97584026
Airn	5.667529939
Ajuba	11.08959471
AK010878	8.817277059
Ak1	9.988519829
AK129341	9.951081362
Ak2	12.48568669
Ak3	13.26576858
Ak4	15.01764029
Ak5	7.930564345
Ak6	9.857354498
Ak7	9.083694104
Akap1	11.35256864
Akap10	10.78854534
Akap11	11.70040219
Akap12	10.55992097
Akap13	12.12203488
Akap17b	8.974958464
Akap2	13.21743671
Akap5	5.389995964
Akap7	10.11213075
Akap8	11.93337936
Akap8l	11.03210237
Akap9	11.83845646
Akip1	9.320016434
Akirin1	10.60298969
Akirin2	10.92397454
Akna	10.31858163
Akr1a1	16.42287656
Akr1b10	11.08115787
Akr1b3	10.89056628
Akr1b7	6.853396484
Akr1b8	8.146501744
Akr1c12	8.334286531
Akr1c13	9.046041562
Akr1c14	11.73200327
Akr1c18	9.34841686
Akr1c19	11.73791927
Akr1c20	8.120388904
Akr1c21	13.83645272
Akr1cl	5.046041562
Akr1d1	9.474884861
Akr1e1	9.264465082
Akr7a5	13.20785175
Akt1	11.75603333
Akt1s1	10.64835546
Akt2	12.22971052
Akt3	10.15295677
Aktip	12.34841686
Alad	13.252285
Alas1	13.59243705
Alas2	7.510500013
Alb	7.685451847
Alcam	10.89153161
Aldh16a1	11.46583972
Aldh18a1	8.143259727
Aldh1a1	10.79784308
Aldh1a2	10.53666106
Aldh1a3	6.945514686
Aldh1a7	7.900190696
Aldh1b1	9.572014037
Aldh1l1	14.56075562
Aldh1l2	8.564770365
Aldh2	14.99435263
Aldh3a2	12.58400658
Aldh3b1	10.04083014
Aldh3b2	7.505473181
Aldh4a1	14.45706358
Aldh5a1	11.29323878
Aldh6a1	15.34907584
Aldh7a1	13.95436601
Aldh8a1	13.93735792
Aldh9a1	13.84756339
Aldoa	15.2744266
Aldoart1	11.95524232
Aldoart2	11.28738309
Aldob	17.8304562
Aldoc	9.485153197
Alg1	10.33144378
Alg10b	10.57802277
Alg11	9.755645216
Alg12	9.35925249
Alg13	8.512712295
Alg14	8.9417916
Alg2	10.81014759
Alg3	9.152956766
Alg5	10.71410831
Alg6	9.035599816
Alg8	8.724980211
Alg9	9.569440109
Alk	8.140017711
Alkbh1	8.720641276
Alkbh2	7.25249244
Alkbh3	10.14326337
Alkbh4	8.203582839
Alkbh5	13.8260134
Alkbh6	9.757112832
Alkbh7	8.840609494
Alkbh8	8.073522299
Allc	6.974958464
Alms1	9.117091314
Alms1-ps2	7.046041562
Alox12	8.448889653
Alox12e	6.8691638
Alox15	5.631004063
Alox5	6.805033463
Alox5ap	9.351226393
Alox8	6.78854534
Alpk1	8.559920965
Alpk3	6.930564345
Alpl	14.4150324
Alppl2	7.952932158
Als2	11.03319931
Als2cl	10.58717394
Als2cr11	8.080311464
Als2cr12	7.564770365
Alx3	8.228244894
Alyref	10.1253212
Alyref2	7.640222593
Amacr	12.36345418
Ambn	6.945514686
Ambp	7.203582839
Ambra1	11.47808426
Amd1	10.5403587
Amd2	10.54158914
Amdhd2	11.55566433
Amer1	8.833441878
Amer3	5.593529358
Amfr	13.48946333
Amhr2	7.140017711
Amica1	7.720641276
Amigo3	7.379024846
Ammecr1	7.113786169
Ammecr1l	12.1411149
Amn	12.51176493
