Symbol	MMF_2_1_norm
0610005C13Rik	12.2556244
0610007P14Rik	10.71281764
0610009B22Rik	10.42356206
0610009L18Rik	7.214453791
0610009O20Rik	11.48041105
0610010B08Rik	7.502799286
0610010F05Rik	9.725191707
0610010K14Rik	8.351300852
0610011F06Rik	12.37191252
0610012G03Rik	10.92857771
0610030E20Rik	10.75402439
0610031J06Rik	13.07748878
0610037L13Rik	9.686596462
0610040F04Rik	7.43684506
0610040J01Rik	11.33898689
0610043K17Rik	7.038131019
1100001G20Rik	6.394274829
1110001J03Rik	10.65519436
1110002L01Rik	6.853706448
1110004E09Rik	10.31313807
1110004F10Rik	11.35282754
1110007C09Rik	9.438668948
1110008F13Rik	10.60128915
1110008L16Rik	9.77581778
1110008P14Rik	10.01266033
1110012L19Rik	9.316115766
1110032A03Rik	10.19031444
1110032F04Rik	5.149162331
1110034G24Rik	7.777979121
1110037F02Rik	10.57169437
1110038B12Rik	8.320929607
1110038F14Rik	9.56419983
1110051M20Rik	9.551621764
1110054M08Rik	8.399899378
1110057K04Rik	9.986114432
1110058L19Rik	9.576669182
1110059E24Rik	9.736349497
1110059G10Rik	9.185437718
1110065P20Rik	8.702613859
1190002N15Rik	8.60859395
1190007I07Rik	8.189109303
1200014J11Rik	10.23032518
1300002E11Rik	8.77231841
1300002K09Rik	10.46305311
1300017J02Rik	7.038131019
1500004A13Rik	7.360059114
1500009L16Rik	5.48173767
1500011B03Rik	8.622179233
1500011K16Rik	9.982989465
1500012F01Rik	9.559181756
1500015A07Rik	7.670399234
1600002H07Rik	7.760597043
1600002K03Rik	8.059610746
1600014C10Rik	11.31164517
1600016N20Rik	8.087761786
1600020E01Rik	8.304139852
1700001L05Rik	7.574183919
1700001O22Rik	6.503745486
1700003E16Rik	7.642202342
1700003G13Rik	6.348471139
1700003H04Rik	6.038131019
1700003M02Rik	8.301165425
1700007F19Rik	5.751826834
1700007J10Rik	7.066700171
1700007L15Rik	6.066700171
1700008J07Rik	8.354276761
1700010I14Rik	6.149162331
1700011H14Rik	12.47908322
1700013H16Rik	7.93343364
1700016C15Rik	10.00160514
1700017B05Rik	9.986731866
1700017D01Rik	7.394274829
1700018F24Rik	6.948863681
1700018L02Rik	5.201629751
1700019G17Rik	7.069260966
1700019L03Rik	6.716202924
