Symbol	MMF_2_14_norm
4632434I11Rik	5.460673346
4732456N10Rik	7.234397491
4732471J01Rik	5.898794459
4732491K20Rik	7.666348373
4831440E17Rik	7.517704292
4833411C07Rik	8.091439537
4833418N02Rik	7.351967087
4833420G17Rik	11.0032631
4833423E24Rik	6.898794459
4833439L19Rik	15.02927482
4921504A21Rik	6.906117847
4921504E06Rik	7.773263577
4921511M17Rik	7.030038992
4921524J17Rik	8.993695535
4921531C22Rik	6.550871155
4930402H24Rik	10.26136454
4930404N11Rik	7.030038992
4930412O13Rik	7.907356472
4930413G21Rik	8.413367632
4930414L22Rik	6.615001493
4930415O20Rik	6.28783675
4930426D05Rik	8.083905864
4930427A07Rik	6.715930402
4930429D17Rik	5.715930402
4930430F08Rik	8.419366372
4930431F12Rik	6.696301595
4930432K21Rik	6.495116998
4930433N12Rik	7.810257784
4930440I19Rik	8.164688519
4930442L01Rik	6.735295727
4930447C04Rik	9.410358882
4930451G09Rik	7.168848591
4930452B06Rik	7.206916754
4930453N24Rik	10.09893407
4930461G14Rik	6.178902378
4930470H14Rik	8.33936705
4930473A02Rik	6.28783675
4930474G06Rik	6.413367632
4930503E14Rik	5.715930402
4930503E24Rik	9.74965102
4930503L19Rik	6.982210467
4930506C21Rik	6.810257784
4930506M07Rik	9.777535765
4930509E16Rik	7.234397491
4930511M06Rik	8.51488118
4930519F09Rik	9.080124224
4930523C07Rik	9.451920872
4930524O08Rik	6.715930402
4930533B01Rik	5.676402038
4930539C22Rik	6.676402038
4930539E08Rik	8.076332644
4930545L23Rik	6.150333226
4930550C14Rik	7.247944023
4930555B11Rik	6.735295727
4930556G01Rik	7.247944023
4930556M19Rik	7.234397491
4930557J02Rik	6.846327039
4930562C15Rik	7.924329551
4930563D23Rik	7.326655999
4930564B18Rik	4.206916754
4930565N06Rik	7.715930402
4930578E11Rik	6.460673346
4930579G24Rik	6.528844849
4930581F22Rik	7.656224156
4930593A02Rik	7.376841756
4930594C11Rik	7.061065888
4930596I21Rik	8.915867972
4931403G20Rik	6.528844849
4931406C07Rik	14.27054427
4931406P16Rik	11.22843065
4931408D14Rik	8.735095324
4931414P19Rik	7.725645557
4931428F04Rik	5.197248512
4931430N09Rik	9.756775454
4931431C16Rik	7.907356472
4932414N04Rik	7.192977563
4932416H05Rik	8.11380735
4932438A13Rik	12.24710108
4933404O12Rik	7.907356472
4933406J08Rik	6.810257784
4933407K13Rik	7.715930402
4933409G03Rik	7.076332644
4933409K07Rik	6.773263577
4933411K20Rik	10.59658946
4933412E12Rik	6.528674096
4933415F23Rik	5.413367632
4933417G07Rik	6.178902378
4933421O10Rik	8.725645557
4933426M11Rik	13.36368051
4933427D14Rik	9.509292052
4933431E20Rik	10.03980677
4933434E20Rik	10.44710869
4933439C10Rik	8.313831958
5031414D18Rik	8.561759472
5031425E22Rik	10.26136454
5031439G07Rik	11.33857588
5330417C22Rik	8.915867972
5330426P16Rik	7.389120085
5430416N02Rik	7.192977563
5430416O09Rik	7.061065888
5430417L22Rik	10.41486966
5430419D17Rik	7.061065888
5430421F17Rik	5.75440455
5430427O19Rik	5.828405131
5430435G22Rik	6.091439537
5530601H04Rik	7.982210467
5730455P16Rik	10.97510108
5730480H06Rik	7.625418109
5730507C01Rik	6.965908655
5730508B09Rik	8.561759472
5730559C18Rik	9.591285424
5830415F09Rik	7.85520519
5830417I10Rik	9.247944023
5830418K08Rik	9.998330132
5830454E08Rik	9.12118688
5830473C10Rik	7.091439537
5930403L14Rik	11.19560144
5930412G12Rik	6.915867972
5930438M14Rik	6.261364538
6030419C18Rik	4.206916754
6030458C11Rik	10.06680987
6330408A02Rik	7.472261321
6330410L21Rik	6.715930402
6330416G13Rik	10.37684176
6330549D23Rik	7.949420532
6430548M08Rik	9.379643386
6430550D23Rik	6.313831958
6430571L13Rik	6.593939877
6430573F11Rik	8.213836168
6530402F18Rik	6.413367632
6720468P15Rik	9.780272635
6820431F20Rik	13.61842774
8030462N17Rik	9.509292052
8430408G22Rik	11.49372985
8430419L09Rik	10.72201004
8430429K09Rik	7.471250511
9030025P20Rik	8.661295145
9030617O03Rik	10.99833013
9030619P08Rik	6.998330132
9030624G23Rik	6.998330132
9030624J02Rik	11.52606776
9130008F23Rik	6.949420532
9130011E15Rik	9.874983498
9130019O22Rik	7.206916754
9130023H24Rik	8.098934073
9130024F11Rik	6.982210467
9130221H12Rik	7.990292813
9130401M01Rik	8.364458031
9230102O04Rik	7.061065888
9230105E05Rik	5.965908655
9230110C19Rik	8.801097785
9230114K14Rik	7.615001493
9330020H09Rik	6.915867972
9330133O14Rik	8.382993983
9330151L19Rik	8.045635847
9430008C03Rik	8.698506325
9430015G10Rik	8.291108173
9430016H08Rik	10.45338331
9430020K01Rik	11.23354659
9430038I01Rik	7.247944023
9430041J12Rik	6.150333226
9430083A17Rik	6.846327039
9430091E24Rik	6.854960799
9530026F06Rik	7.437214374
9530053A07Rik	7.676402038
9530068E07Rik	13.56784823
9530077C05Rik	6.656224156
9530082P21Rik	10.67640204
9630033F20Rik	8.768571881
9830147E19Rik	6.949420532
9930012K11Rik	6.560739264
9930014A18Rik	8.890181329
9930021J03Rik	10.62541811
9930104L06Rik	8.556325586
9930111J21Rik1	7.389120085
A130010J15Rik	8.75745942
A130077B15Rik	10.95768815
A1cf	11.20951543
A230046K03Rik	11.07538319
A230050P20Rik	8.720796157
A2m	9.317048671
A330021E22Rik	7.846327039
A330023F24Rik	8.890181329
A330032B11Rik	7.300892902
A330033J07Rik	7.998330132
A330035P11Rik	7.915867972
A330040F15Rik	5.593939877
A430005L14Rik	9.842327036
A430033K04Rik	9.045635847
A430035B10Rik	7.351967087
A430078G23Rik	7.48375696
A430089I19Rik	7.247944023
A430105I19Rik	9.150333226
A430107P09Rik	6.846327039
A4galt	9.872792626
A4gnt	6.75440455
A530016L24Rik	5.998330132
A530032D15Rik	6.261364538
A530054K11Rik	9.178902378
A630001G21Rik	4.828405131
A630007B06Rik	9.980182786
A630020A06	7.135833656
A630023A22Rik	6.206916754
A630066F11Rik	7.135833656
A630072M18Rik	7.646028389
A630076J17Rik	6.030038992
A630089N07Rik	9.982210467
A730006G06Rik	6.593939877
A730008H23Rik	6.261364538
A730017L22Rik	9.098934073
A730098P11Rik	12.91878224
A830010M20Rik	7.265127187
A830018L16Rik	8.130920276
A830080D01Rik	8.859623862
A930001A20Rik	7.85520519
A930001C03Rik	6.482119394
A930004D18Rik	5.791879255
A930007I19Rik	7.364458031
A930015D03Rik	7.448991541
AA388235	7.907356472
AA414768	5.791879255
AA415398	7.791879255
AA465934	8.885855403
AA467197	4.506477036
AA536875	6.810257784
AA986860	9.759142469
AA987161	9.837393914
Aaas	8.915867972
Aacs	12.51175069
Aadac	11.97102279
Aadat	14.63712803
Aaed1	11.31141471
Aagab	11.02513019
Aak1	12.70429624
Aamdc	9.581955566
Aamp	12.54430185
Aar2	10.3440188
Aars	11.94058396
Aars2	8.651135279
Aarsd1	10.58195619
Aasdh	8.454844268
Aasdhppt	10.35978659
Aass	15.31116268
Aatf	10.58462784
Aatk	7.568856835
AB124611	6.65493514
Abat	14.10902783
Abca1	13.01377616
Abca12	8.274661361
Abca13	13.70860086
Abca14	8.911618499
Abca15	7.604509119
Abca16	7.305619623
Abca17	7.220722554
Abca2	11.81082836
Abca3	14.8334212
Abca4	10.52884485
Abca5	11.41562008
Abca6	8.489470611
Abca7	10.28619639
Abca8a	10.69630159
Abca8b	8.911618499
Abca9	9.091439537
Abcb10	10.3008929
Abcb11	8.982210467
Abcb1a	9.503656517
Abcb1b	11.43573544
Abcb4	7.261364538
Abcb5	8.395220285
Abcb6	10.78260144
Abcb7	11.3210595
Abcb8	10.90308182
Abcb9	9.095191672
Abcc1	11.37915192
Abcc10	9.757784181
Abcc12	10.81708982
Abcc2	13.47045682
Abcc3	11.74726837
Abcc4	11.93896606
Abcc5	10.04851919
Abcc6	11.11103027
Abcc8	7.715930402
Abcc9	9.305678172
Abcd1	9.271348627
Abcd2	7.178902378
Abcd3	13.28064637
Abcd4	11.43499541
Abce1	11.79476638
Abcf1	11.86347913
Abcf2	11.38290397
Abcf3	11.21814401
Abcg1	9.961804256
Abcg2	13.25362103
Abcg3	5.506477036
Abcg4	6.572566227
Abhd1	8.344069643
Abhd10	7.88146432
Abhd11	10.18897938
Abhd11os	5.091439537
Abhd12	11.40960571
Abhd13	11.05866188
Abhd14a	9.770689881
Abhd14b	13.56277605
Abhd15	9.182434069
Abhd16a	12.03590759
Abhd17a	11.08579297
Abhd17b	10.7159304
Abhd17c	12.90842316
Abhd2	10.94110526
Abhd3	11.30413856
Abhd4	12.27897304
Abhd5	10.54676676
Abhd6	10.16111306
Abhd8	9.12118688
Abi1	11.99348382
Abi2	8.666213584
Abi3	7.902312861
Abi3bp	8.658953123
Abl1	11.86654086
Abl2	8.210177313
Ablim1	12.05694414
Ablim2	7.985505209
Ablim3	9.281177609
Abr	11.22099994
Abra	6.28783675
Abracl	10.22928457
Abt1	9.926437214
Abtb1	10.80109779
Abtb2	10.15573321
Acaa1a	12.16870034
Acaa1b	12.62347071
Acaa2	13.21275719
Acaca	10.65876188
Acacb	11.60450912
Acad10	11.46865007
Acad11	13.55052957
Acad12	9.454844268
Acad8	11.53990004
Acad9	11.50083047
Acadl	13.17536202
Acadm	14.74905573
Acads	11.69135238
Acadsb	12.73288923
Acadvl	13.54385239
Acan	7.313831958
Acap1	6.593939877
Acap2	11.75499764
Acap3	9.74965102
Acat1	14.11045103
Acat2	11.12118688
Acat3	10.89449432
Acbd3	10.76032452
Acbd4	11.56311475
Acbd5	12.73527769
Acbd6	9.99061946
Accs	8.641807203
Acd	9.883687566
Ace	11.83555539
Ace2	10.69753572
Ace3	6.696301595
Acer2	10.77695869
Acer3	10.53714417
Ache	6.044884835
Acin1	11.74292118
Ackr2	7.996903839
Ackr3	10.06776467
Acly	12.10289885
Acmsd	12.01427168
Acn9	6.75440455
Acnat1	12.60681086
Acnat2	13.1984386
Aco1	13.80339324
Aco2	14.91420951
Acot1	11.60779619
Acot10	9.227576225
Acot11	10.98221047
Acot12	12.37568529
Acot13	11.36368051
Acot2	9.798798669
Acot3	10.06106589
Acot4	10.58995636
Acot6	7.506477036
Acot7	10.3611408
Acot8	9.379921149
Acot9	10.54676676
Acox1	16.13338401
Acox2	11.54608139
Acox3	12.80511244
Acoxl	7.135833656
Acp1	11.65904771
Acp2	10.81481607
Acp5	10.13806406
Acp6	11.26219919
Acpp	8.771977352
Acrbp	6.460673346
Acsbg1	7.472261321
Acsbg2	6.881516467
Acsf2	10.56717297
Acsf3	10.76150561
Acsl1	15.43975275
Acsl3	10.88853511
Acsl4	12.41986216
Acsl5	12.31503907
Acsl6	8.890853087
Acsm1	11.13401092
Acsm2	14.18093427
Acsm3	5.550429356
Acsm4	6.550871155
Acsm5	11.83234462
Acss1	14.44844163
Acss2	11.78666783
Acss3	9.174669295
Acta2	10.37992115
Actb	13.90174339
Actc1	7.261364538
Actg1	14.9421473
Actg2	7.460673346
Actl6a	10.67138396
Actn1	11.5919495
Actn2	6.998330132
Actn3	6.635760053
Actn4	14.17247907
Actr10	11.15393546
Actr1a	11.91215037
Actr1b	12.25718402
Actr2	13.19625667
Actr3	12.71541427
Actr5	9.128528856
Actr6	9.033954042
Actr8	11.15842565
Acvr1	9.576693371
Acvr1b	11.78085519
Acvr1c	4.983575191
Acvr2a	11.24118666
Acvr2b	8.376841756
Acvrl1	9.848077449
Acy1	11.83903394
Acy3	12.54402399
Acyp1	8.539900038
Acyp2	9.291111882
Ada	7.696267754
Adal	8.925111112
Adam10	11.96949045
Adam11	8.135668039
Adam12	7.206916754
Adam15	10.87150518
Adam17	10.12428906
Adam18	7.351967087
Adam19	9.421359734
Adam1a	6.234397491
Adam22	8.062066496
Adam23	8.324845983
Adam28	9.598257797
Adam3	7.706149381
Adam33	8.676323762
Adam7	8.091439537
Adam8	11.32338884
Adam9	12.25444553
Adamdec1	6.550871155
Adamts1	11.49231897
Adamts10	9.545394287
Adamts12	6.965908655
Adamts13	8.65875965
Adamts14	7.12118688
Adamts15	10.64218632
Adamts16	8.106389878
Adamts18	5.998330132
Adamts2	7.366919788
Adamts20	7.249140131
Adamts3	8.688852157
Adamts4	8.43128954
Adamts5	9.010302774
Adamts6	9.936929588
Adamts7	7.957688148
Adamts8	6.030038992
Adamts9	9.580618499
Adamtsl1	8.894494321
Adamtsl2	9.06871946
Adamtsl3	7.696301595
Adamtsl4	8.382993983
Adamtsl5	6.764652533
Adap1	8.850772944
Adap2	9.320258227
Adar	11.56016986
Adarb1	9.790722322
Adarb2	8.86842081
Adat1	7.725645557
Adat2	8.234397491
Adc	9.41637012
Adck1	9.383998649
Adck2	9.725645557
Adck3	13.69218304
Adck4	10.38912009
Adck5	9.499231254
Adcy1	9.768571881
Adcy10	8.320258227
Adcy2	8.407343844
Adcy3	9.170470095
Adcy4	8.143101657
Adcy5	8.556325586
Adcy6	13.03663949
Adcy7	8.800787239
Adcy9	10.29426789
Adcyap1r1	6.703440374
Add1	12.37473928
Add2	6.437214374
Add3	11.46044495
Adgb	7.744881775
Adh1	12.32465974
Adh5	13.38214987
Adh7	7.106389878
Adhfe1	13.40780982
Adi1	12.65907878
Adig	4.593939877
Adipoq	4.828405131
Adipor1	13.02905857
Adipor2	12.03931995
Adk	13.15971359
Adm	9.609764845
Adm2	7.448991541
Adnp	12.06537602
Adnp2	10.27300594
Ado	10.19822056
Adora1	8.961220221
Adora2a	6.932741791
Adora2b	7.206916754
Adora3	6.75440455
Adpgk	9.398260739
Adprh	9.604509119
Adprhl1	8.206916754
Adprhl2	10.12118688
Adprm	10.01228859
Adra1a	8.613057927
Adra1b	5.80971224
Adra2a	6.791879255
Adra2b	12.82784147
Adrb1	6.635760053
Adrb2	7.274661361
Adrb3	3.091439537
Adrbk1	11.63058908
Adrbk2	9.768569968
Adrm1	11.98524666
Adsl	10.31704867
Adss	12.04126625
Adssl1	9.615001493
Adtrp	11.2475196
Aebp1	12.3776114
Aebp2	11.11638989
Aen	10.05517035
Aes	12.28799661
AF251705	6.676402038
Afap1	10.25969379
Afap1l1	10.16825513
Afap1l2	10.66507899
Aff1	12.50998532
Aff2	6.791879255
Aff3	8.425340273
Aff4	13.22778988
Afg3l1	10.82127274
Afg3l2	12.25257142
Afm	10.93274179
Afmid	12.0562617
Aftph	12.46678615
Aga	8.999931348
Agap1	11.95585208
Agap2	7.313831958
Agap3	10.19071641
Agbl2	8.030038992
Agbl3	8.396105373
Agbl4	6.364458031
Agbl5	9.671832646
Ager	6.976148823
Agfg1	10.69011242
Agfg2	10.79096443
Aggf1	11.32426016
Agk	9.451920872
Agl	11.38835574
Agmat	7.957688148
Agmo	8.978152251
Ago1	11.42086217
Ago2	10.99833013
Ago3	8.454844268
Ago4	8.782601441
Agpat1	10.96517765
Agpat2	10.16647293
Agpat3	13.93313491
Agpat4	7.528844849
Agpat5	10.06298309
Agpat6	12.06202481
Agpat9	12.42906144
Agps	11.83065758
Agrn	12.99129993
Agt	12.4012948
Agtpbp1	9.828284521
Agtr1a	10.94006248
Agtrap	12.2504699
Agxt	7.234397491
Agxt2	11.18419668
Ahctf1	11.5323087
Ahcy	15.49196324
Ahcyl1	13.47352313
Ahcyl2	12.57377837
Ahdc1	10.67890454
Ahi1	9.004095621
Ahnak	9.704943016
Ahr	9.261364538
Ahsa1	11.30575866
Ahsa2	8.062173952
AI197445	11.21124528
AI314180	12.66287618
AI314278	11.6202192
AI317395	12.77560372
AI413582	8.539900038
AI414108	4.593939877
AI427809	6.949325223
AI429214	8.045635847
AI450353	6.460673346
AI462493	9.646028389
AI464131	11.11473186
AI467606	7.656224156
AI504432	6.656224156
AI506816	8.523285324
AI507597	7.389120085
AI597479	9.957688148
AI607873	8.47802059
AI661453	10.70123389
AI747448	8.220722554
AI846148	8.628361552
AI848285	7.48375696
AI854703	10.9473462
AI987944	10.78836937
Aida	10.59791242
Aif1	6.965908655
Aif1l	13.24752261
Aifm1	12.11689601
Aifm2	9.206017778
Aifm3	8.450563261
Aig1	9.828405131
Aim1	11.68077858
Aim1l	8.437214374
Aim2	7.076332644
Aimp1	11.06871946
Aimp2	9.179630015
Aip	10.4208552
Airn	5.898794459
Ajuba	10.28455417
AK010878	8.500830473
Ak1	9.277079899
AK129341	9.974082586
Ak2	11.75427599
Ak3	13.16357214
Ak4	12.5642134
Ak5	7.593939877
Ak6	9.030038992
Ak7	8.294379596
Akap1	12.01849548
Akap10	10.5106975
Akap11	12.16914541
Akap12	10.87279925
Akap13	12.21081301
Akap17b	8.945268889
Akap2	12.76590058
Akap5	6.949420532
Akap7	11.04077992
Akap8	12.18595714
Akap8l	11.1903489
Akap9	12.2280035
Akip1	10.60976484
Akirin1	10.43128954
Akirin2	10.78376444
Akna	9.469373041
Akr1a1	16.07300682
Akr1b10	9.572566227
Akr1b3	9.932741791
Akr1b7	6.75440455
Akr1b8	6.864029041
Akr1c12	9.596589456
Akr1c13	10.34252739
Akr1c14	10.74846019
Akr1c18	5.791879255
Akr1c19	11.5739114
Akr1c20	6.965908655
Akr1c21	12.49835314
Akr1cl	5.030038992
Akr1d1	9.425340273
Akr1e1	8.681402719
Akr7a5	13.22629364
Akt1	11.84374732
Akt1s1	10.83293601
Akt2	12.0781231
Akt3	9.810257784
Aktip	12.31503907
Alad	13.055156
Alas1	14.12171661
Alas2	7.030038992
Alb	7.448991541
Alcam	10.82840513
Aldh16a1	11.20257521
Aldh18a1	6.754279652
Aldh1a1	11.37066318
Aldh1a2	9.859623862
Aldh1a3	7.247944023
Aldh1a7	8.128528856
Aldh1b1	8.676402038
Aldh1l1	15.61565474
Aldh1l2	8.234397491
Aldh2	15.50951174
Aldh3a2	12.49622631
Aldh3b1	9.846327039
Aldh3b2	5.460673346
Aldh4a1	14.25309632
Aldh5a1	11.35588214
Aldh6a1	15.8750176
Aldh7a1	13.69001686
Aldh8a1	13.3804978
Aldh9a1	14.54856387
Aldoa	15.06235683
Aldoart1	11.77968985
Aldoart2	11.13035853
Aldob	18.45989484
Aldoc	10.11934553
Alg1	10.38299398
Alg10b	11.48304116
Alg11	9.919201331
Alg12	8.763309996
Alg13	8.315153371
Alg14	7.828405131
Alg2	10.82049374
Alg3	8.098934073
Alg5	10.92959295
Alg6	8.810257784
Alg8	8.345680824
Alg9	9.215386815
Alk	8.227576225
Alkbh1	8.615001493
Alkbh2	6.932741791
Alkbh3	10.47370329
Alkbh4	8.014271676
Alkbh5	14.03480904
Alkbh6	9.817089818
Alkbh7	8.327784956
Alkbh8	9.080124224
Allc	6.898794459
Alms1	9.037858497
Alms1-ps2	7.583292633
Alox12	7.982210467
Alox12e	6.810257784
Alox15	6.635760053
Alox5	6.676402038
Alox5ap	8.164688519
Alox8	6.864029041
Alpk1	7.460673346
Alpk3	7.33936705
Alpl	13.9681433
Alppl2	7.206916754
Als2	10.80274695
Als2cl	11.00231891
Als2cr11	7.12118688
Als2cr12	7.974082586
Alx3	8.850772944
Alyref	9.86842081
Alyref2	7.495161723
Amacr	11.38529432
Ambn	7.550871155
Ambp	7.313831958
Ambra1	11.33183288
Amd1	10.23099089
Amd2	10.21038061
Amdhd2	10.72201004
Amer1	8.545396025
Amer3	4.828405131
Amfr	13.7259481
Amhr2	7.206916754
Amica1	8.413367632
Amigo3	6.965908655
Ammecr1	7.076332644
Ammecr1l	11.82119537
Amn	11.58195619
Amn1	8.604509119
Amot	10.05106778
Amotl1	10.41186404
Amotl2	12.68856097
Ampd1	6.915867972
